id       A1    A2    A3    
P4851    35       21       62       
P4852    64       100      25       
P4853    29       44       89       
P4854    48       65       57       
P4855    89       71       90       
P4856    76       65       43       
P4857    52       53       36       
P4858    16       51       77       
P4859    56       94       46       
P4860    68       99       88       
P4861    50       48       89       
P4862    66       73       32       
P4863    26       50       74       
P4864    85       84       3        
P4865    21       1        11       
P4866    99       82       37       
P4867    73       64       50       
P4868    29       67       70       
P4869    38       16       77       
P4870    83       84       2        
P4871    6        44       78       
P4872    51       14       7        
P4873    66       80       13       
P4874    58       44       41       
P4875    35       8        30       
P4876    89       27       7        
P4877    33       15       98       
P4878    47       86       28       
P4879    91       81       36       
P4880    73       4        92       
P4881    34       71       44       
P4882    57       94       48       
P4883    64       89       31       
P4884    1        5        9        
P4885    8        79       87       
P4886    85       9        24       
P4887    8        71       23       
P4888    28       97       68       
P4889    74       80       50       
P4890    40       86       14       
P4891    14       7        40       
P4892    31       57       59       
P4893    62       86       89       
P4894    74       70       43       
P4895    32       66       5        
P4896    56       56       84       
P4897    75       35       14       
P4898    66       87       85       
P4899    98       7        28       
P4900    7        67       73       
P4901    52       40       35       
P4902    94       74       27       
P4903    65       84       43       
P4904    47       30       60       
P4905    69       20       24       
P4906    10       48       61       
P4907    34       36       22       
P4908    8        98       4        
P4909    62       42       80       
P4910    52       2        41       
P4911    19       13       5        
P4912    96       30       16       
P4913    72       6        89       
P4914    54       12       22       
P4915    31       74       14       
P4916    63       12       73       
P4917    80       100      28       
P4918    49       8        27       
P4919    83       55       99       
P4920    63       20       92       
P4921    46       1        25       
P4922    63       33       96       
P4923    97       25       10       
P4924    89       92       97       
P4925    38       30       40       
P4926    12       84       65       
P4927    41       10       54       
P4928    66       60       91       
P4929    11       31       1        
P4930    97       35       48       
P4931    27       49       26       
P4932    87       21       29       
P4933    77       89       70       
P4934    82       52       11       
P4935    22       71       5        
P4936    20       100      62       
P4937    26       96       89       
P4938    42       73       99       
P4939    88       67       49       
P4940    44       72       46       
P4941    93       1        18       
P4942    41       33       80       
P4943    11       3        33       
P4944    27       74       53       
P4945    94       28       84       
P4946    26       40       1        
P4947    41       45       70       
P4948    80       22       8        
P4949    22       95       92       
P4950    79       8        79       
P4951    89       68       46       
P4952    50       40       87       
P4953    90       47       92       
P4954    35       80       93       
P4955    96       88       96       
P4956    49       85       3        
P4957    12       95       77       
P4958    15       75       52       
P4959    36       66       92       
P4960    21       42       41       
P4961    90       67       27       
P4962    17       41       82       
P4963    71       63       51       
P4964    28       63       27       
P4965    95       17       2        
P4966    69       86       61       
P4967    37       85       12       
P4968    51       29       14       
P4969    96       92       41       
P4970    97       84       67       
P4971    64       12       29       
P4972    36       38       69       
P4973    99       27       89       
P4974    17       47       100      
P4975    8        32       17       
P4976    50       14       50       
P4977    100      1        68       
P4978    49       56       45       
P4979    8        93       55       
P4980    76       51       96       
P4981    49       40       48       
P4982    84       55       35       
P4983    51       58       32       
P4984    19       92       46       
P4985    30       31       59       
P4986    25       54       91       
P4987    97       50       30       
P4988    68       91       26       
P4989    34       77       47       
P4990    80       75       53       
P4991    85       29       24       
P4992    79       99       65       
P4993    47       79       97       
P4994    30       67       24       
P4995    100      12       7        
P4996    23       93       27       
P4997    12       10       99       
P4998    58       33       23       
P4999    41       6        67       
P5000    19       71       71       
P5001    16       91       92       
P5002    29       93       86       
P5003    92       31       24       
P5004    25       72       37       
P5005    12       88       39       
P5006    21       32       39       
P5007    45       90       32       
P5008    21       96       72       
P5009    19       88       2        
P5010    35       66       30       
P5011    2        66       70       
P5012    45       82       43       
P5013    79       67       54       
P5014    47       24       80       
P5015    100      53       100      
P5016    52       35       64       
P5017    72       8        8        
P5018    53       77       69       
P5019    99       66       61       
P5020    30       79       45       
P5021    4        80       96       
P5022    78       64       7        
P5023    41       29       94       
P5024    43       52       39       
P5025    26       36       82       
P5026    79       47       4        
P5027    97       49       91       
P5028    24       60       1        
P5029    60       47       61       
P5030    34       3        30       
P5031    30       6        80       
P5032    12       91       33       
P5033    36       74       37       
P5034    4        59       54       
P5035    75       57       6        
P5036    82       65       70       
P5037    80       64       17       
P5038    40       9        34       
P5039    71       46       80       
P5040    81       42       6        
P5041    10       67       9        
P5042    19       52       45       
P5043    53       53       33       
P5044    29       12       91       
P5045    2        16       99       
P5046    28       88       98       
P5047    77       56       76       
P5048    32       7        70       
P5049    34       43       36       
P5050    3        3        56       
P5051    90       57       80       
P5052    70       28       75       
P5053    56       88       51       
P5054    21       59       12       
P5055    80       12       70       
P5056    89       12       32       
P5057    79       26       90       
P5058    22       34       72       
P5059    86       25       54       
P5060    70       32       49       
P5061    33       4        8        
P5062    11       54       21       
P5063    57       24       9        
P5064    22       41       73       
P5065    46       4        44       
P5066    80       100      61       
P5067    21       1        1        
P5068    24       9        96       
P5069    42       40       27       
P5070    3        5        92       
P5071    13       71       55       
P5072    24       50       29       
P5073    29       3        10       
P5074    15       82       69       
P5075    54       41       66       
P5076    29       28       2        
P5077    83       4        7        
P5078    72       45       44       
P5079    69       89       34       
P5080    51       94       95       
P5081    67       60       21       
P5082    3        36       82       
P5083    10       97       67       
P5084    25       67       20       
P5085    56       78       64       
P5086    10       63       41       
P5087    25       67       32       
P5088    22       22       15       
P5089    95       93       19       
P5090    94       87       67       
P5091    87       25       16       
P5092    6        48       94       
P5093    37       29       65       
P5094    77       70       66       
P5095    74       90       23       
P5096    37       37       34       
P5097    82       30       10       
P5098    91       58       42       
P5099    82       12       51       
P5100    71       13       86       
P5101    76       86       34       
P5102    29       60       47       
P5103    84       23       42       
P5104    40       90       56       
P5105    32       27       81       
P5106    78       82       50       
P5107    38       99       25       
P5108    44       19       53       
P5109    50       38       6        
P5110    18       81       39       
P5111    49       43       46       
P5112    22       74       95       
P5113    31       51       51       
P5114    36       74       57       
P5115    67       42       27       
P5116    3        75       27       
P5117    57       64       11       
P5118    60       85       86       
P5119    49       2        43       
P5120    92       44       29       
P5121    33       12       42       
P5122    86       4        41       
P5123    64       75       22       
P5124    4        64       82       
P5125    26       66       90       
P5126    75       61       26       
P5127    76       78       62       
P5128    29       91       73       
P5129    22       48       62       
P5130    30       6        53       
P5131    2        5        51       
P5132    43       57       78       
P5133    72       72       60       
P5134    62       7        20       
P5135    44       37       61       
P5136    96       12       23       
P5137    12       73       89       
P5138    99       14       68       
P5139    24       10       68       
P5140    43       68       76       
P5141    34       25       61       
P5142    83       23       71       
P5143    33       77       66       
P5144    91       66       15       
P5145    23       15       61       
P5146    100      15       43       
P5147    57       50       87       
P5148    31       21       22       
P5149    15       8        52       
P5150    43       64       34       
P5151    15       61       64       
P5152    49       84       25       
P5153    86       8        6        
P5154    32       47       10       
P5155    17       10       42       
P5156    27       97       44       
P5157    18       23       64       
P5158    25       13       88       
P5159    8        66       77       
P5160    31       52       81       
P5161    28       66       97       
P5162    33       40       67       
P5163    81       57       30       
P5164    3        80       6        
P5165    14       9        87       
P5166    15       77       31       
P5167    92       44       3        
P5168    8        34       31       
P5169    56       1        94       
P5170    56       11       95       
P5171    59       22       17       
P5172    37       80       43       
P5173    37       84       2        
P5174    6        44       27       
P5175    44       40       44       
P5176    16       18       86       
P5177    50       68       68       
P5178    45       33       14       
P5179    76       84       55       
P5180    98       24       35       
P5181    10       5        23       
P5182    64       55       34       
P5183    91       52       15       
P5184    11       88       60       
P5185    4        9        80       
P5186    26       85       74       
P5187    70       75       50       
P5188    84       23       59       
P5189    93       1        11       
P5190    4        97       86       
P5191    5        16       1        
P5192    17       98       70       
P5193    11       35       31       
P5194    100      63       46       
P5195    47       47       90       
P5196    24       83       84       
P5197    12       61       65       
P5198    31       82       31       
P5199    24       18       30       
P5200    9        94       83       
P5201    60       41       57       
P5202    83       81       51       
P5203    89       36       43       
P5204    4        83       58       
P5205    9        4        98       
P5206    7        3        20       
P5207    10       5        18       
P5208    43       81       89       
P5209    60       20       51       
P5210    89       30       57       
P5211    28       61       87       
P5212    47       45       27       
P5213    42       19       16       
P5214    43       93       33       
P5215    63       55       60       
P5216    68       43       64       
P5217    5        46       91       
P5218    77       98       90       
P5219    92       25       14       
P5220    47       93       97       
P5221    5        39       32       
P5222    3        82       69       
P5223    52       33       58       
P5224    5        74       81       
P5225    51       35       63       
P5226    27       69       48       
P5227    84       35       81       
P5228    17       81       2        
P5229    72       68       12       
P5230    27       14       25       
P5231    61       73       28       
P5232    69       95       24       
P5233    89       71       30       
P5234    61       12       1        
P5235    36       72       59       
P5236    30       84       29       
P5237    95       58       38       
P5238    11       44       46       
P5239    52       70       70       
P5240    38       93       99       
P5241    62       69       75       
P5242    42       10       81       
P5243    89       23       44       
P5244    24       43       55       
P5245    62       6        31       
P5246    2        43       77       
P5247    4        50       7        
P5248    51       100      60       
P5249    24       80       1        
P5250    46       65       96       
P5251    73       21       20       
P5252    95       40       100      
P5253    80       21       85       
P5254    18       3        60       
P5255    28       70       60       
P5256    26       64       29       
P5257    37       20       98       
P5258    70       52       31       
P5259    88       90       63       
P5260    87       82       9        
P5261    63       58       6        
P5262    98       38       92       
P5263    51       26       14       
P5264    6        93       85       
P5265    98       20       20       
P5266    14       87       87       
P5267    94       24       75       
P5268    11       31       12       
P5269    87       6        36       
P5270    25       23       96       
P5271    54       40       64       
P5272    28       77       16       
P5273    62       36       4        
P5274    81       7        16       
P5275    75       86       25       
P5276    23       27       69       
P5277    35       47       60       
P5278    36       39       91       
P5279    69       17       23       
P5280    76       97       53       
P5281    62       42       14       
P5282    79       80       46       
P5283    30       25       74       
P5284    17       75       41       
P5285    7        99       4        
P5286    22       92       9        
P5287    22       53       35       
P5288    72       29       19       
P5289    8        72       55       
P5290    32       69       21       
P5291    11       79       70       
P5292    22       84       21       
P5293    93       28       21       
P5294    40       81       45       
P5295    85       73       35       
P5296    75       47       26       
P5297    71       95       36       
P5298    90       68       75       
P5299    70       51       25       
P5300    57       33       31       
P5301    8        9        93       
P5302    50       81       43       
P5303    39       35       2        
P5304    1        61       73       
P5305    30       92       24       
P5306    50       99       39       
P5307    30       53       94       
P5308    40       25       62       
P5309    97       44       59       
P5310    90       68       66       
P5311    24       12       13       
P5312    68       49       93       
P5313    78       81       43       
P5314    29       13       99       
P5315    67       72       19       
P5316    57       39       32       
P5317    78       13       79       
P5318    87       13       97       
P5319    29       99       30       
P5320    43       31       50       
P5321    24       59       30       
P5322    11       35       61       
P5323    41       79       24       
P5324    93       64       14       
P5325    70       28       99       
P5326    94       79       44       
P5327    47       19       37       
P5328    100      55       32       
P5329    44       45       5        
P5330    81       21       16       
P5331    72       78       85       
P5332    6        85       53       
P5333    51       90       54       
P5334    73       77       38       
P5335    59       95       42       
P5336    94       17       41       
P5337    86       38       98       
P5338    54       43       47       
P5339    58       32       27       
P5340    36       16       14       
P5341    87       47       80       
P5342    50       79       100      
P5343    93       10       25       
P5344    57       88       32       
P5345    76       41       83       
P5346    44       25       63       
P5347    64       67       32       
P5348    10       39       49       
P5349    33       95       75       
P5350    11       94       67       
P5351    66       8        22       
P5352    76       92       15       
P5353    33       19       61       
P5354    94       20       28       
P5355    14       48       76       
P5356    21       13       40       
P5357    66       44       74       
P5358    67       77       5        
P5359    66       10       30       
P5360    45       92       2        
P5361    10       42       24       
P5362    47       26       26       
P5363    23       55       85       
P5364    54       65       28       
P5365    36       81       9        
P5366    14       91       71       
P5367    55       24       5        
P5368    65       61       25       
P5369    64       78       24       
P5370    82       59       55       
P5371    7        32       45       
P5372    31       68       60       
P5373    19       87       59       
P5374    100      42       98       
P5375    25       80       2        
P5376    97       45       53       
P5377    36       86       67       
P5378    31       83       50       
P5379    74       37       7        
P5380    49       44       12       
P5381    59       66       9        
P5382    64       36       80       
P5383    32       11       91       
P5384    45       26       8        
P5385    64       26       45       
P5386    40       70       80       
P5387    18       57       3        
P5388    54       52       71       
P5389    68       99       80       
P5390    60       5        55       
P5391    2        6        95       
P5392    2        2        48       
P5393    56       93       76       
P5394    68       21       46       
P5395    13       37       3        
P5396    82       66       38       
P5397    35       86       20       
P5398    50       88       44       
P5399    27       14       39       
P5400    96       33       76       
P5401    62       31       30       
P5402    69       63       35       
P5403    37       96       67       
P5404    21       82       74       
P5405    35       32       8        
P5406    10       35       47       
P5407    95       31       18       
P5408    7        98       68       
P5409    86       7        63       
P5410    24       13       17       
P5411    95       75       94       
P5412    78       9        85       
P5413    6        1        68       
P5414    46       2        32       
P5415    16       58       37       
P5416    16       55       84       
P5417    16       89       89       
P5418    22       86       75       
P5419    85       36       51       
P5420    15       96       30       
P5421    1        45       7        
P5422    80       97       75       
P5423    98       81       68       
P5424    7        81       51       
P5425    30       35       38       
P5426    40       28       42       
P5427    57       97       46       
P5428    50       58       88       
P5429    60       41       33       
P5430    24       74       73       
P5431    62       52       72       
P5432    14       21       55       
P5433    44       54       33       
P5434    38       50       7        
P5435    16       44       73       
P5436    85       62       71       
P5437    44       14       11       
P5438    7        25       64       
P5439    40       5        71       
P5440    43       74       78       
P5441    67       77       54       
P5442    86       53       2        
P5443    56       80       25       
P5444    92       11       20       
P5445    20       59       23       
P5446    76       89       78       
P5447    14       84       84       
P5448    76       97       40       
P5449    86       91       34       
P5450    16       84       59       
P5451    8        41       62       
P5452    61       95       43       
P5453    13       74       46       
P5454    51       65       4        
P5455    51       2        5        
P5456    45       69       39       
P5457    36       51       1        
P5458    22       12       8        
P5459    19       14       23       
P5460    54       97       62       
P5461    66       63       94       
P5462    57       91       35       
P5463    97       100      11       
P5464    15       33       48       
P5465    36       3        21       
P5466    41       1        39       
P5467    29       61       64       
P5468    12       75       62       
P5469    45       66       80       
P5470    44       85       97       
P5471    24       51       94       
P5472    45       73       86       
P5473    99       87       20       
P5474    92       56       63       
P5475    70       28       14       
P5476    20       69       76       
P5477    25       78       56       
P5478    82       28       64       
P5479    93       40       11       
P5480    41       54       34       
P5481    24       9        15       
P5482    79       96       46       
P5483    5        28       4        
P5484    12       33       28       
P5485    43       71       73       
P5486    78       51       27       
P5487    60       52       13       
P5488    79       73       59       
P5489    23       15       34       
P5490    64       89       15       
P5491    27       61       100      
P5492    73       38       49       
P5493    74       10       70       
P5494    80       99       94       
P5495    15       52       97       
P5496    43       57       66       
P5497    48       37       93       
P5498    13       60       60       
P5499    14       38       79       
P5500    5        78       13       
P5501    44       42       100      
P5502    19       46       38       
P5503    86       53       23       
P5504    93       99       29       
P5505    32       34       2        
P5506    4        46       27       
P5507    51       72       31       
P5508    89       64       47       
P5509    79       18       21       
P5510    73       75       83       
P5511    9        96       23       
P5512    59       96       30       
P5513    44       67       62       
P5514    29       17       43       
P5515    13       38       83       
P5516    83       95       55       
P5517    1        42       39       
P5518    40       25       72       
P5519    86       97       37       
P5520    88       59       3        
P5521    38       65       96       
P5522    84       91       31       
P5523    5        5        99       
P5524    100      70       91       
P5525    12       32       40       
P5526    77       28       90       
P5527    93       78       2        
P5528    18       61       46       
P5529    51       77       46       
P5530    84       51       88       
P5531    24       12       78       
P5532    5        70       62       
P5533    83       36       53       
P5534    64       40       2        
P5535    34       87       53       
P5536    12       96       89       
P5537    100      90       96       
P5538    40       98       98       
P5539    61       95       51       
P5540    4        4        43       
P5541    32       73       8        
P5542    28       26       82       
P5543    27       90       16       
P5544    11       69       31       
P5545    49       16       71       
P5546    83       40       34       
P5547    29       95       69       
P5548    3        36       86       
P5549    77       25       86       
P5550    38       79       74       
P5551    36       15       29       
P5552    74       82       84       
P5553    22       1        20       
P5554    31       93       12       
P5555    49       6        84       
P5556    14       92       64       
P5557    12       24       98       
P5558    41       92       90       
P5559    22       44       14       
P5560    93       97       99       
P5561    9        55       51       
P5562    12       10       21       
P5563    76       14       17       
P5564    64       84       22       
P5565    75       78       80       
P5566    34       27       93       
P5567    49       13       38       
P5568    76       56       37       
P5569    14       6        57       
P5570    69       98       56       
P5571    2        90       27       
P5572    49       84       30       
P5573    57       16       12       
P5574    80       9        15       
P5575    43       27       42       
P5576    43       84       97       
P5577    68       17       75       
P5578    76       25       60       
P5579    11       34       49       
P5580    16       93       58       
P5581    24       75       21       
P5582    39       67       38       
P5583    75       84       53       
P5584    21       58       65       
P5585    41       72       17       
P5586    89       21       66       
P5587    19       41       21       
P5588    13       65       22       
P5589    74       90       99       
P5590    87       67       99       
P5591    83       55       37       
P5592    30       77       38       
P5593    55       2        20       
P5594    54       12       30       
P5595    80       57       49       
P5596    78       83       25       
P5597    20       14       50       
P5598    1        72       9        
P5599    43       67       12       
P5600    59       31       19       
P5601    42       79       74       
P5602    87       16       85       
P5603    8        8        89       
P5604    12       48       94       
P5605    18       8        84       
P5606    52       21       2        
P5607    4        15       60       
P5608    61       76       81       
P5609    11       29       21       
P5610    34       76       87       
P5611    56       15       23       
P5612    41       18       15       
P5613    54       44       4        
P5614    7        55       88       
P5615    90       86       60       
P5616    11       4        82       
P5617    29       26       12       
P5618    83       13       21       
P5619    23       53       4        
P5620    14       8        16       
P5621    61       78       98       
P5622    100      11       56       
P5623    99       39       26       
P5624    23       18       25       
P5625    68       11       47       
P5626    83       58       31       
P5627    1        88       5        
P5628    42       12       12       
P5629    46       20       89       
P5630    9        34       28       
P5631    39       97       80       
P5632    44       5        39       
P5633    5        77       90       
P5634    66       5        30       
P5635    17       33       23       
P5636    40       33       52       
P5637    47       20       58       
P5638    40       29       97       
P5639    79       82       75       
P5640    48       79       18       
P5641    76       66       70       
P5642    56       84       1        
P5643    21       26       60       
P5644    47       74       13       
P5645    14       72       31       
P5646    83       18       7        
P5647    42       62       48       
P5648    30       2        76       
P5649    93       43       17       
P5650    59       13       82       
P5651    69       47       88       
P5652    56       2        90       
P5653    42       100      21       
P5654    67       66       19       
P5655    91       96       70       
P5656    87       2        39       
P5657    60       5        45       
P5658    21       60       100      
P5659    48       19       62       
P5660    61       2        61       
P5661    88       14       58       
P5662    44       21       19       
P5663    86       10       81       
P5664    67       34       9        
P5665    29       27       70       
P5666    46       32       37       
P5667    43       66       68       
P5668    42       19       32       
P5669    20       84       97       
P5670    13       74       90       
P5671    95       100      91       
P5672    88       68       73       
P5673    83       54       34       
P5674    77       46       9        
P5675    56       36       79       
P5676    46       98       4        
P5677    29       76       38       
P5678    66       32       53       
P5679    91       48       43       
P5680    100      41       22       
P5681    66       90       51       
P5682    77       15       84       
P5683    17       58       78       
P5684    57       18       87       
P5685    61       69       55       
P5686    97       75       81       
P5687    55       94       77       
P5688    82       42       57       
P5689    43       90       33       
P5690    69       29       62       
P5691    11       47       82       
P5692    2        6        4        
P5693    11       73       42       
P5694    91       69       53       
P5695    7        52       49       
P5696    72       86       66       
P5697    97       95       89       
P5698    39       59       20       
P5699    36       38       93       
P5700    37       69       2        
P5701    4        68       61       
P5702    86       30       85       
P5703    9        97       32       
P5704    29       51       96       
P5705    98       41       84       
P5706    91       30       99       
P5707    23       61       88       
P5708    41       73       92       
P5709    75       10       77       
P5710    77       70       75       
P5711    60       84       14       
P5712    95       73       61       
P5713    67       28       74       
P5714    27       49       26       
P5715    75       2        4        
P5716    42       85       9        
P5717    14       64       64       
P5718    33       14       1        
P5719    90       17       99       
P5720    76       6        62       
P5721    22       72       73       
P5722    83       27       91       
P5723    4        79       51       
P5724    2        27       51       
P5725    7        74       35       
P5726    68       7        35       
P5727    35       37       54       
P5728    12       58       54       
P5729    78       82       32       
P5730    69       16       62       
P5731    94       82       45       
P5732    14       28       26       
P5733    20       60       50       
P5734    16       23       16       
P5735    36       1        58       
P5736    39       79       34       
P5737    59       92       20       
P5738    8        24       79       
P5739    40       48       16       
P5740    61       23       45       
P5741    64       64       56       
P5742    67       55       24       
P5743    21       78       20       
P5744    66       6        28       
P5745    76       53       19       
P5746    96       9        78       
P5747    71       64       76       
P5748    70       14       98       
P5749    52       13       96       
P5750    7        52       37       
P5751    68       28       11       
P5752    82       43       67       
P5753    12       99       29       
P5754    55       52       17       
P5755    5        99       80       
P5756    97       50       25       
P5757    80       92       99       
P5758    54       62       85       
P5759    69       90       1        
P5760    1        40       51       
P5761    54       39       66       
P5762    100      80       51       
P5763    4        37       20       
P5764    13       87       12       
P5765    60       68       75       
P5766    50       57       17       
P5767    33       87       8        
P5768    55       42       97       
P5769    9        55       31       
P5770    85       40       85       
P5771    65       21       22       
P5772    77       10       35       
P5773    4        81       87       
P5774    45       47       70       
P5775    99       38       19       
P5776    69       52       91       
P5777    57       16       22       
P5778    72       13       92       
P5779    13       15       85       
P5780    70       62       47       
P5781    40       11       59       
P5782    72       76       18       
P5783    82       81       86       
P5784    66       43       63       
P5785    81       76       22       
P5786    16       93       99       
P5787    96       48       98       
P5788    6        75       25       
P5789    62       78       44       
P5790    86       3        70       
P5791    86       20       62       
P5792    9        93       96       
P5793    20       96       60       
P5794    27       51       79       
P5795    81       15       26       
P5796    18       87       91       
P5797    3        29       58       
P5798    52       34       92       
P5799    35       65       39       
P5800    23       39       93       
P5801    9        22       89       
P5802    19       41       81       
P5803    24       45       18       
P5804    27       3        73       
P5805    34       13       26       
P5806    57       98       97       
P5807    38       55       25       
P5808    20       76       79       
P5809    95       66       2        
P5810    46       37       82       
P5811    62       16       40       
P5812    94       57       96       
P5813    38       9        68       
P5814    31       70       3        
P5815    44       23       8        
P5816    58       15       22       
P5817    70       91       59       
P5818    92       46       9        
P5819    44       50       75       
P5820    86       97       53       
P5821    72       59       52       
P5822    7        24       19       
P5823    49       89       89       
P5824    15       49       38       
P5825    24       57       34       
P5826    12       17       47       
P5827    11       37       52       
P5828    96       19       29       
P5829    87       78       74       
P5830    15       60       7        
P5831    31       45       31       
P5832    89       30       46       
P5833    37       20       17       
P5834    72       85       48       
P5835    59       91       84       
P5836    57       65       13       
P5837    40       12       53       
P5838    10       89       67       
P5839    57       59       79       
P5840    44       80       20       
P5841    25       26       4        
P5842    4        7        93       
P5843    100      34       32       
P5844    22       66       9        
P5845    98       16       81       
P5846    52       50       77       
P5847    65       25       49       
P5848    21       16       1        
P5849    21       28       29       
P5850    69       47       75       
P5851    92       35       21       
P5852    69       44       47       
P5853    7        84       29       
P5854    57       63       68       
P5855    99       58       81       
P5856    55       5        27       
P5857    2        16       19       
P5858    85       17       77       
P5859    9        90       17       
P5860    31       12       33       
P5861    82       23       67       
P5862    82       66       51       
P5863    12       17       92       
P5864    76       71       9        
P5865    79       30       8        
P5866    17       61       45       
P5867    81       79       13       
P5868    67       97       25       
P5869    12       42       92       
P5870    41       91       97       
P5871    44       64       65       
P5872    55       57       20       
P5873    87       49       75       
P5874    44       89       66       
P5875    20       77       5        
P5876    21       13       30       
P5877    68       41       69       
P5878    20       73       96       
P5879    30       96       25       
P5880    71       16       75       
P5881    21       34       40       
P5882    29       51       89       
P5883    90       69       28       
P5884    58       21       97       
P5885    7        10       17       
P5886    9        11       92       
P5887    23       83       91       
P5888    69       87       62       
P5889    23       63       27       
P5890    79       12       79       
P5891    51       7        49       
P5892    97       89       34       
P5893    21       60       41       
P5894    62       72       83       
P5895    3        99       93       
P5896    100      74       42       
P5897    63       7        57       
P5898    54       92       100      
P5899    45       78       12       
P5900    10       94       22       
P5901    14       75       71       
P5902    25       49       86       
P5903    25       100      26       
P5904    75       32       65       
P5905    73       31       72       
P5906    19       60       24       
P5907    54       26       47       
P5908    27       43       11       
P5909    75       1        80       
P5910    35       2        12       
P5911    2        21       11       
P5912    4        21       25       
P5913    19       78       87       
P5914    78       87       32       
P5915    73       36       26       
P5916    90       44       13       
P5917    67       50       75       
P5918    67       93       72       
P5919    62       11       19       
P5920    97       84       92       
P5921    58       90       87       
P5922    7        90       68       
P5923    25       11       85       
P5924    36       83       5        
P5925    31       57       8        
P5926    58       91       5        
P5927    51       96       91       
P5928    45       59       27       
P5929    11       13       89       
P5930    2        89       57       
P5931    17       59       41       
P5932    90       30       44       
P5933    44       72       90       
P5934    91       85       20       
P5935    77       33       39       
P5936    95       83       87       
P5937    36       88       78       
P5938    41       68       87       
P5939    71       72       83       
P5940    26       60       56       
P5941    16       59       31       
P5942    75       9        4        
P5943    33       78       52       
P5944    80       9        22       
P5945    65       7        38       
P5946    57       83       94       
P5947    48       7        97       
P5948    21       76       20       
P5949    85       34       38       
P5950    57       67       31       
P5951    48       84       93       
P5952    80       21       92       
P5953    100      94       3        
P5954    95       27       40       
P5955    34       82       3        
P5956    85       93       31       
P5957    14       90       92       
P5958    26       86       58       
P5959    25       88       22       
P5960    64       10       27       
P5961    57       41       63       
P5962    15       79       72       
P5963    28       43       4        
P5964    95       81       27       
P5965    84       40       9        
P5966    65       97       84       
P5967    42       60       1        
P5968    59       7        77       
P5969    3        67       18       
P5970    82       61       95       
P5971    9        20       40       
P5972    40       59       1        
P5973    63       79       40       
P5974    94       35       20       
P5975    45       84       12       
P5976    20       50       2        
P5977    86       98       2        
P5978    91       23       81       
P5979    29       34       36       
P5980    94       86       14       
P5981    75       48       64       
P5982    49       35       35       
P5983    64       57       92       
P5984    48       20       7        
P5985    27       39       6        
P5986    56       34       15       
P5987    40       45       65       
P5988    31       84       82       
P5989    40       64       22       
P5990    15       93       6        
P5991    53       15       58       
P5992    31       39       59       
P5993    20       34       16       
P5994    12       7        17       
P5995    10       65       74       
P5996    88       100      11       
P5997    11       15       48       
P5998    74       8        38       
P5999    100      57       97       
P6000    3        37       47       
P6001    50       84       39       
P6002    82       26       60       
P6003    86       33       18       
P6004    82       81       89       
P6005    44       57       84       
P6006    4        19       2        
P6007    15       23       35       
P6008    34       70       34       
P6009    22       3        91       
P6010    18       34       56       
P6011    95       70       75       
P6012    46       25       83       
P6013    46       23       4        
P6014    63       53       42       
P6015    70       65       81       
P6016    79       95       36       
P6017    21       89       48       
P6018    6        73       14       
P6019    58       23       55       
P6020    39       87       55       
P6021    82       53       72       
P6022    24       97       80       
P6023    70       1        55       
P6024    44       66       73       
P6025    56       26       83       
P6026    44       85       13       
P6027    66       53       62       
P6028    66       14       16       
P6029    41       93       64       
P6030    83       55       41       
P6031    98       88       90       
P6032    24       35       98       
P6033    26       37       10       
P6034    85       40       23       
P6035    52       63       81       
P6036    19       61       66       
P6037    18       85       23       
P6038    80       1        96       
P6039    90       7        36       
P6040    40       55       29       
P6041    1        54       84       
P6042    59       49       67       
P6043    94       62       67       
P6044    13       86       59       
P6045    82       19       2        
P6046    2        19       60       
P6047    15       86       45       
P6048    28       28       56       
P6049    9        71       86       
P6050    77       90       11       
P6051    72       69       19       
P6052    5        39       82       
P6053    20       15       55       
P6054    42       60       21       
P6055    12       26       32       
P6056    98       31       77       
P6057    46       10       53       
P6058    73       29       82       
P6059    94       76       48       
P6060    24       72       42       
P6061    86       22       35       
P6062    91       96       82       
P6063    29       21       14       
P6064    72       27       41       
P6065    38       92       70       
P6066    63       19       78       
P6067    44       7        46       
